del_rxn1,del_rxn2,sl_size,one_norm_sl_size,two_norm_sl_size
ACOAD4f,3OAS100,15,15,1258
ACOAD4f,3OAR100,15,15,1258
ACOAD4f,3HAD100,15,15,1258
OPHHX3,OPHHXy,51,47,394
DALAt2pp,DALAtex,8,8,1209
MN2tpp,MNt2pp,10,8,229
CLt3_2pp,CLtipp,79,77,686
POR5,FLDR2,3,3,1112
CTECOAI7,3OAS161,17,17,1282
CTECOAI7,3HAD161,17,17,1282
CTECOAI7,3OAR161,17,17,1282
I4FE4SR,SCYSDS,75,69,28
I4FE4SR,S2FE2SS,58,62,31
I4FE4SR,S4FE4SR,74,65,33
I4FE4SR,S4FE4ST,74,65,33
I4FE4SR,S2FE2SS2,74,70,33
I2FE2SS,SCYSDS,59,79,28
I2FE2SS,S2FE2SS,69,68,23
I2FE2SS,S4FE4SR,67,64,26
I2FE2SS,S2FE2ST,5,5,90
I2FE2SS,S4FE4ST,67,64,26
I2FE2SS,S2FE2SS2,67,64,26
I2FE2ST,SCYSDS,7,7,114
I2FE2ST,S2FE2SS,5,5,90
I2FE2ST,S2FE2ST,11,11,9
I2FE2SS2,SCYSDS,75,63,28
I2FE2SS2,S2FE2SS,58,64,31
I2FE2SS2,S4FE4SR,74,67,33
I2FE2SS2,S4FE4ST,74,67,33
I2FE2SS2,S2FE2SS2,74,67,33
I4FE4ST,SCYSDS,75,74,28
I4FE4ST,S2FE2SS,58,63,31
I4FE4ST,S4FE4SR,74,65,33
I4FE4ST,S4FE4ST,74,65,33
I4FE4ST,S2FE2SS2,74,67,33
ACOAD1fr,3HAD80,29,29,1324
ACOAD1fr,3HAD40,29,29,1324
ACOAD1fr,3OAS60,29,29,1324
ACOAD1fr,3OAR60,29,29,1324
ACOAD1fr,3OAR80,29,29,1324
ACOAD1fr,3OAS80,29,29,1324
ACOAD1fr,3OAS100,37,37,1313
ACOAD1fr,3OAR40,29,29,1324
ACOAD1fr,3OAR100,37,37,1313
ACOAD1fr,3HAD60,29,29,1324
ACOAD1fr,3HAD100,37,37,1313
AI2K,MTHTHFSs,30,32,927
AI2K,DHPTDCs2,30,32,927
PIt2rpp,PIuabcpp,210,213,1256
PAI2I,MTHTHFSs,30,32,927
PAI2I,DHPTDCs2,30,32,927
I2FE2SR,S2FE2SR,2,2,3
PAI2T,MTHTHFSs,30,32,927
PAI2T,DHPTDCs2,30,34,927
GARFT,GART,3,3,1280
THRS,THRD_L,6,6,312
PUNP5,HXPRT,6,6,258
PIt,PIabc,119,123,334
PREPTTA,PREPHACPH,5,5,4
SADT,SADT2,4,4,298
P5CRx,P5CR,2,2,301
RPE,PGL,95,98,343
RPE,G6PDH2r,97,98,343
RPE,GND,94,98,343
MAN1PT2,MAN1PT,5,4,318
TKT2,PGL,100,101,358
TKT2,G6PDH2r,101,101,358
TKT2,GND,98,101,358
HSST,THRD_L,6,4,332
HSK,THRD_L,6,6,312
GLU5K,ORNTA,7,7,358
HSDxi,HSDy,2,2,321
GLCabc,FBP,382,373,452
ORNTAC,ACODA,4,4,304
ORNTAC,ACGS,4,4,304
DMPPS,IPDDI,3,3,117
CYTK2,NTPP3,70,73,192
CYTK2,NDPK7,71,73,177
CTPS1,CTPS2,104,106,318
DADK,NTPP5,53,56,118
DADK,NDPK8,53,56,118
ARGDr,ARGSS,7,7,350
ARGDr,ARGSL,7,7,350
FACOALPREPH,PREPHACPH,5,5,4
FACOAL181,DESAT18,4,4,109
FACOAL181,FACOAL180,4,4,63
FAS181,DESAT18,5,5,231
FAS181,FACOAL180,5,5,194
FAS161,DESAT16,4,4,238
FAS161,FACOAL161,4,4,238
ALATA_L,MMSAD3,6,6,367
ALATA_L,ASP1DC,8,8,369
ALATA_L,APATr,6,6,367
AIRCr,AIRC3,114,114,337
AIRCr,AIRC2,115,114,337
HSST,THRS,6,5,335
HSST,SHSL4r,6,5,323
HSK,HSST,6,4,348
FAS181,FACOAL181,4,4,243
AICART,AICART2,3,3,330
