,Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class,Subsystem 1,Subsystem 2
44,FACOAL181,FACOAL180,pFBAOpt_Rxns,ELE_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
45,FAS181,DESAT18,pFBAOpt_Rxns,ELE_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
46,FAS181,FACOAL180,pFBAOpt_Rxns,ELE_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
47,FAS161,DESAT16,pFBAOpt_Rxns,ELE_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
48,FAS161,FACOAL161,pFBAOpt_Rxns,ELE_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
49,ALATA_L,MMSAD3,pFBAOpt_Rxns,MLE_Rxns,Alanine and Aspartate Metabolism,Sugar Metabolism
50,ALATA_L,ASP1DC,pFBAOpt_Rxns,MLE_Rxns,Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism
51,ALATA_L,APATr,pFBAOpt_Rxns,MLE_Rxns,Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism
52,AIRCr,AIRC3,pFBAOpt_Rxns,MLE_Rxns,Purine Metabolism,Nucleotide Sugar Metabolism
53,AIRCr,AIRC2,pFBAOpt_Rxns,MLE_Rxns,Purine Metabolism,Nucleotide Sugar Metabolism
54,PGK,PGM,pFBAOpt_Rxns,pFBAOpt_Rxns,Glycolysis,Glycolysis
55,RPE,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
56,TKT2,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
57,TKT2,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
58,TKT1,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
59,TKT1,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
60,GLUt2r,ICDHyr,pFBAOpt_Rxns,pFBAOpt_Rxns,Transport,Citric Acid Cycle
61,HSST,THRS,pFBAOpt_Rxns,pFBAOpt_Rxns,Other Amino Acid Metabolism,"Glycine, Serine, and Threonine Metabolism"
62,HSST,SHSL4r,pFBAOpt_Rxns,pFBAOpt_Rxns,Other Amino Acid Metabolism,Cysteine Metabolism
63,HSK,HSST,pFBAOpt_Rxns,pFBAOpt_Rxns,"Glycine, Serine, and Threonine Metabolism",Other Amino Acid Metabolism
64,GLCabc,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns,Transport,Glycolysis
65,GAPD,PGM,pFBAOpt_Rxns,pFBAOpt_Rxns,Glycolysis,Glycolysis
66,NH4t,GLUt2r,pFBAOpt_Rxns,pFBAOpt_Rxns,Transport,Transport
67,ENO,PGK,pFBAOpt_Rxns,pFBAOpt_Rxns,Glycolysis,Glycolysis
68,ENO,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns,Glycolysis,Glycolysis
69,DMPPS,IPDPS,pFBAOpt_Rxns,pFBAOpt_Rxns,Cofactor Metabolism,Polyprenyl Metabolism
70,GLYK,G3PD1ir,pFBAOpt_Rxns,pFBAOpt_Rxns,Sugar Metabolism,Cofactor Metabolism
71,FBA,GLCabc,pFBAOpt_Rxns,pFBAOpt_Rxns,Glycolysis,Transport
72,FAS181,FACOAL181,pFBAOpt_Rxns,pFBAOpt_Rxns,Fatty Acid Metabolism,Fatty Acid Metabolism
73,ACONT,GLUt2r,pFBAOpt_Rxns,pFBAOpt_Rxns,Citric Acid Cycle,Transport
74,AICART,AICART2,pFBAOpt_Rxns,pFBAOpt_Rxns,Purine Metabolism,Purine Metabolism
