"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"43","RPE","TALA",-3.32684611314084,14.6089444754996,-0.155144086762721,7.31100829014854,0.037411885447566,0.0116392532503539,-1,-1,NA,NA,-0.155144086767033,-0.155144086439353,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","19","3.3096683231311985","3","8","8",11,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"44","RPE","TKT1",-3.32684611314084,14.6089444754996,-0.131865580261967,7.31217287179779,0.037411885447566,0,-1,-1,NA,NA,-0.131865580266325,-0.131865579938646,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","20","4.0513102943201442","2","8","10",10,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"45","RPE","TKT2",-3.32684611314084,14.6089444754996,-3.4370669339714,7.29677100323971,0.037411885447566,0.00581962662517694,-1,-1,NA,NA,-0.439894260675842,-0.439894260593168,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","20","3.9994628323544852","2","8","10",10,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"46","TKT1","TALA",-0.131865580261967,7.31217287179779,-0.155144086762721,7.31100829014854,0,0.0116392532503539,-1,-1,NA,NA,-0.155144086760391,-0.155144086780954,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","17","0.54672815457966495","3","8","6",11,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"47","TKT2","GND",-3.4370669339714,7.29677100323971,0,21.9562954200689,0.00581962662517694,0,-1,0,NA,NA,0,8.48649150952951e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL","21","11.701175621757681","3","8","10",11,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"48","TKT2","PGL",-3.4370669339714,7.29677100323971,0,26.1917314728379,0.00581962662517694,6.92812693473335e-06,-1,0,NA,NA,0,1.23138832464065e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL","68","15.108776872621831","14","33","21",47,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"49","TKT2","TALA",-3.4370669339714,7.29677100323971,-0.155144086762721,7.31100829014854,0.00581962662517694,0.0116392532503539,-1,-1,NA,NA,-0.155144086768293,-0.15514408685314,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","21","7.4756351573443709","3","7","11",10,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"50","TKT2","TKT1",-3.4370669339714,7.29677100323971,-0.131865580261967,7.31217287179779,0.00581962662517694,0,-1,-1,NA,NA,-0.131865580267585,-0.131865580352433,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","21","8.1026205869378991","3","7","11",10,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway"
"51","TRPS1","TRPS2",0,3.300130142511,0,3.30013014251948,0.284750173893748,0.060319737157266,0,0,0,0.0374118854631441,0.037411885447566,0.0374118854397332,"pFBAOpt_Rxns","ELE_Rxns","PSL","3","0.10662376679999999","1","2","0",3,"Tryptophan Biosynthesis","Tryptophan Biosynthesis"
"52","TRPS1","TRPS3",0,3.300130142511,0,3.30013014251948,0.284750173893748,0,0,0,0,0.0374118854631441,0.037411885447566,0.0374118854397332,"pFBAOpt_Rxns","ELE_Rxns","PSL","3","0.10662376679999999","1","2","0",3,"Tryptophan Biosynthesis","Tryptophan Biosynthesis"
"53","UREA","UREAt",0,11.089445270926,-17.8241063136382,0,0,0,0,0,-7.72286679051604e-10,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","19","0.95215462551773633","4","11","4",15,"Urea Cycle","Transport"
"54","URIDK2r","DUTPDP",-0.0171124735287941,25.733673087705,0,25.734528710525,13.0213769257174,4.15687616239779e-06,-1,0,NA,NA,0,-6.07194294843794e-11,"pFBAOpt_Rxns","MLE_Rxns","PSL","5","0.081284167991517137","2","2","1",4,"dTTP Biosynthesis","dTTP Biosynthesis"
