,Organism,sl_size,common_sl_size,num_diff,net_diff
15,iECW_1372,29,0,-11.0,-2.9894585139719907
16,iECW_1372,29,0,-11.0,-2.9894585139719907
17,iECW_1372,29,0,-11.0,-2.9894585139719907
18,iECW_1372,37,0,-15.0,-3.9859446852957703
19,iECW_1372,37,0,-15.0,-3.9859446852957703
20,iECW_1372,29,0,-11.0,-2.9894585139719907
21,iECW_1372,29,0,-11.0,-2.9894585139719907
22,iECW_1372,36,0,-14.0,-3.6537826281863
23,iECW_1372,28,0,-10.0,-2.657296456862478
24,iECW_1372,28,0,-10.0,-2.657296456862478
25,iECW_1372,28,0,-10.0,-2.657296456862478
26,iECW_1372,28,0,-10.0,-2.657296456862478
27,iECW_1372,28,0,-10.0,-2.657296456862478
28,iECW_1372,28,0,-10.0,-2.657296456862478
29,iECW_1372,36,0,-14.0,-3.6537826281863
30,iECW_1372,36,0,-14.0,-3.6537826281863
31,iECW_1372,28,0,-10.0,-2.657296456862478
32,iECW_1372,28,0,-10.0,-2.657296456862478
33,iECW_1372,15,0,-3.0,-0.9964861713241618
34,iECW_1372,15,0,-3.0,-0.9964861713241618
35,iECW_1372,15,0,-3.0,-0.9964861713241618
36,iECW_1372,15,3,1.0,0.1191221170747302
37,iECW_1372,15,3,1.0,0.1191221170747302
38,iECW_1372,15,3,1.0,0.1191221170747302
39,iECW_1372,16,4,2.0,0.28080518110962815
40,iECW_1372,16,4,2.0,0.28080518110962815
41,iECW_1372,16,4,2.0,0.28080518110962815
42,iECW_1372,15,3,3.0,0.21791204843508077
43,iECW_1372,15,3,3.0,0.21791204843508077
44,iECW_1372,15,3,3.0,0.21791204843508077
45,iECW_1372,37,0,-15.0,-3.9859446852957703
46,iECW_1372,29,0,-11.0,-2.9894585139719907
47,iECW_1372,29,0,-11.0,-2.9894585139719907
48,iECW_1372,29,0,-11.0,-2.9894585139719907
49,iECW_1372,29,0,-11.0,-2.9894585139719907
50,iECW_1372,29,0,-11.0,-2.9894585139719907
51,iECW_1372,29,0,-11.0,-2.9894585139719907
52,iECW_1372,37,0,-15.0,-3.9859446852957703
53,iECW_1372,37,0,-15.0,-3.9859446852957703
54,iECW_1372,29,0,-11.0,-2.9894585139719907
55,iECW_1372,29,0,-11.0,-2.9894585139719907
56,iECW_1372,36,0,-14.0,-3.6537826281880643
57,iECW_1372,29,0,-11.0,-2.9894585139720746
58,iECW_1372,29,0,-11.0,-2.9894585139720746
59,iECW_1372,29,0,-11.0,-2.9894585139720746
60,iECW_1372,29,0,-11.0,-2.9894585139720746
61,iECW_1372,29,0,-11.0,-2.9894585139720746
62,iECW_1372,29,0,-11.0,-2.9894585139720746
63,iECW_1372,36,0,-14.0,-3.6537826281880643
64,iECW_1372,36,0,-14.0,-3.6537826281880643
65,iECW_1372,29,0,-11.0,-2.9894585139720746
66,iECW_1372,29,0,-11.0,-2.9894585139720746
67,iECW_1372,36,0,-14.0,-3.653782628188
68,iECW_1372,28,0,-10.0,-2.6572964568640054
69,iECW_1372,28,0,-10.0,-2.6572964568640054
70,iECW_1372,28,0,-10.0,-2.6572964568640054
71,iECW_1372,28,0,-10.0,-2.6572964568640054
72,iECW_1372,28,0,-10.0,-2.6572964568640054
73,iECW_1372,28,0,-10.0,-2.6572964568640054
74,iECW_1372,36,0,-14.0,-3.653782628188
75,iECW_1372,36,0,-14.0,-3.653782628188
76,iECW_1372,28,0,-10.0,-2.6572964568640054
77,iECW_1372,28,0,-10.0,-2.6572964568640054
78,iECW_1372,15,1,-3.0,-0.9964861713278557
79,iECW_1372,15,1,-3.0,-0.9964861713278557
80,iECW_1372,15,1,-3.0,-0.9964861713278557
81,iECW_1372,3,1,1.0,0.5426110061595981
82,iECW_1372,3,0,-1.0,-0.22498967256896524
83,iECW_1372,22,4,0.0,0.0005203448853712084
84,iECW_1372,17,6,-1.0,-0.14040259057027704
85,iECW_1372,17,6,-1.0,-0.14040259057027704
86,iECW_1372,17,6,-1.0,-0.14040259057027704
87,iECW_1372,8,1,0.0,-0.0064840104446527436
88,iECW_1372,3,1,1.0,0.00025947243980522285
89,iECW_1372,15,4,3.0,0.2179120484399663
90,iECW_1372,15,4,3.0,0.2179120484399663
91,iECW_1372,15,4,3.0,0.2179120484399663
92,iECW_1372,37,0,-15.0,-3.9859446852957703
93,iECW_1372,29,0,-11.0,-2.9894585139719907
94,iECW_1372,29,0,-11.0,-2.9894585139719907
95,iECW_1372,29,0,-11.0,-2.9894585139719907
96,iECW_1372,29,0,-11.0,-2.9894585139719907
97,iECW_1372,29,0,-11.0,-2.9894585139719907
98,iECW_1372,29,0,-11.0,-2.9894585139719907
99,iECW_1372,37,0,-15.0,-3.9859446852957703
100,iECW_1372,37,0,-15.0,-3.9859446852957703
101,iECW_1372,29,0,-11.0,-2.9894585139719907
102,iECW_1372,29,0,-11.0,-2.9894585139719907
103,iECW_1372,15,4,1.0,0.1191221170800218
104,iECW_1372,15,4,1.0,0.1191221170800218
105,iECW_1372,15,4,1.0,0.1191221170800218
106,iECW_1372,16,5,0.0,-2.4732765835366877e-10
107,iECW_1372,16,5,0.0,-2.4732765835366877e-10
108,iECW_1372,16,5,0.0,-2.4732765835366877e-10
109,iECW_1372,36,0,-14.0,-3.6537826281880643
110,iECW_1372,29,0,-11.0,-2.9894585139720746
111,iECW_1372,29,0,-11.0,-2.9894585139720746
112,iECW_1372,29,0,-11.0,-2.9894585139720746
113,iECW_1372,29,0,-11.0,-2.9894585139720746
114,iECW_1372,29,0,-11.0,-2.9894585139720746
115,iECW_1372,29,0,-11.0,-2.9894585139720746
116,iECW_1372,36,0,-14.0,-3.6537826281880643
117,iECW_1372,36,0,-14.0,-3.6537826281880643
118,iECW_1372,29,0,-11.0,-2.9894585139720746
119,iECW_1372,29,0,-11.0,-2.9894585139720746
120,iECW_1372,36,0,-14.0,-3.653782628188
121,iECW_1372,28,0,-10.0,-2.6572964568640054
122,iECW_1372,28,0,-10.0,-2.6572964568640054
123,iECW_1372,28,0,-10.0,-2.6572964568640054
124,iECW_1372,28,0,-10.0,-2.6572964568640054
125,iECW_1372,28,0,-10.0,-2.6572964568640054
126,iECW_1372,28,0,-10.0,-2.6572964568640054
127,iECW_1372,36,0,-14.0,-3.653782628188
128,iECW_1372,36,0,-14.0,-3.653782628188
129,iECW_1372,28,0,-10.0,-2.6572964568640054
130,iECW_1372,28,0,-10.0,-2.6572964568640054
131,iECW_1372,15,1,-3.0,-0.9964861713278557
132,iECW_1372,15,1,-3.0,-0.9964861713278557
133,iECW_1372,15,1,-3.0,-0.9964861713278557
134,iECW_1372,358,226,66.0,-3.2126713320210962
135,iECW_1372,3,0,1.0,0.05956105853686604
136,iECW_1372,3,0,1.0,0.05956105853739997
137,iECW_1372,3,0,1.0,0.07020129528491664
138,iECW_1372,3,0,1.0,0.07020129527740969
139,iECW_1372,8,3,0.0,3.699818229563334e-12
140,iECW_1372,2,0,-0.0,-0.0
141,iECW_1372,8,3,0.0,3.699818229563334e-12
142,iECW_1372,3,0,-1.0,-7.9308059231718
143,iECW_1372,37,0,-13.0,-3.321620571079925
144,iECW_1372,29,0,-9.0,-2.3251343997558553
145,iECW_1372,29,0,-9.0,-2.3251343997558553
146,iECW_1372,29,0,-9.0,-2.3251343997558553
147,iECW_1372,29,0,-9.0,-2.3251343997558553
148,iECW_1372,29,0,-9.0,-2.3251343997558553
149,iECW_1372,29,0,-9.0,-2.3251343997558553
150,iECW_1372,37,0,-13.0,-3.321620571079925
151,iECW_1372,37,0,-13.0,-3.321620571079925
152,iECW_1372,29,0,-9.0,-2.3251343997558553
153,iECW_1372,29,0,-9.0,-2.3251343997558553
154,iECW_1372,37,0,-13.0,-3.321620571080369
155,iECW_1372,29,0,-9.0,-2.3251343997561755
156,iECW_1372,29,0,-9.0,-2.3251343997561755
157,iECW_1372,29,0,-9.0,-2.3251343997561755
158,iECW_1372,29,0,-9.0,-2.3251343997561755
159,iECW_1372,29,0,-9.0,-2.3251343997561755
160,iECW_1372,29,0,-9.0,-2.3251343997561755
161,iECW_1372,37,0,-13.0,-3.321620571080369
162,iECW_1372,37,0,-13.0,-3.321620571080369
163,iECW_1372,29,0,-9.0,-2.3251343997561755
164,iECW_1372,29,0,-9.0,-2.3251343997561755
165,iECW_1372,36,0,-12.0,-2.989458513973181
166,iECW_1372,28,0,-8.0,-1.9929723426473545
167,iECW_1372,28,0,-8.0,-1.9929723426473545
168,iECW_1372,28,0,-8.0,-1.9929723426473545
169,iECW_1372,28,0,-8.0,-1.9929723426473545
170,iECW_1372,28,0,-8.0,-1.9929723426473545
171,iECW_1372,28,0,-8.0,-1.9929723426473545
172,iECW_1372,36,0,-12.0,-2.989458513973181
173,iECW_1372,36,0,-12.0,-2.989458513973181
174,iECW_1372,28,0,-8.0,-1.9929723426473545
175,iECW_1372,28,0,-8.0,-1.9929723426473545
176,iECW_1372,15,0,-1.0,-0.33216205710425084
177,iECW_1372,15,0,-1.0,-0.33216205710425084
178,iECW_1372,15,0,-1.0,-0.33216205710425084
179,iECW_1372,2,0,0.0,1.0691673376717406e-18
180,iECW_1372,102,13,-20.0,-5.217313024312621e-05
181,iECW_1372,91,6,-21.0,-5.36538496467686e-05
182,iECW_1372,5,3,-1.0,-4.853512117039153e-05
183,iECW_1372,91,6,-21.0,-5.36538496467686e-05
184,iECW_1372,91,6,-21.0,-5.36538496467686e-05
185,iECW_1372,100,7,-26.0,-6.275170613271415e-05
186,iECW_1372,100,8,-20.0,-4.7503693338258804e-05
187,iECW_1372,98,10,-18.0,-5.173714970687965e-05
188,iECW_1372,98,10,-18.0,-5.173714970687965e-05
189,iECW_1372,98,10,-18.0,-5.173714970687965e-05
190,iECW_1372,100,7,-20.0,-5.830924533760482e-05
191,iECW_1372,5,3,1.0,4.853402444137233e-05
192,iECW_1372,11,4,1.0,1.1666905206942836e-05
193,iECW_1372,7,1,1.0,5.040091838585225e-05
194,iECW_1372,100,8,-20.0,-4.7503693338258804e-05
195,iECW_1372,98,10,-18.0,-5.173714970687965e-05
196,iECW_1372,98,10,-18.0,-5.173714970687965e-05
197,iECW_1372,98,10,-18.0,-5.173714970687965e-05
198,iECW_1372,100,7,-20.0,-5.830924533760482e-05
199,iECW_1372,100,8,-20.0,-4.7503693338258804e-05
200,iECW_1372,98,10,-18.0,-5.173714970687965e-05
201,iECW_1372,98,10,-18.0,-5.173714970687965e-05
202,iECW_1372,98,10,-18.0,-5.173714970687965e-05
203,iECW_1372,100,7,-20.0,-5.830924533760482e-05
204,iECW_1372,4,0,0.0,-2.44804176929847e-13
205,iECW_1372,4,0,0.0,4.077682635994506e-12
206,iECW_1372,3,1,-1.0,-0.001970310505100283
207,iECW_1372,196,20,-8.0,-0.011298639698763636
208,iECW_1372,20,0,-8.0,-1.0661996396802223e-05
209,iECW_1372,2,0,2.0,1.425433315185134
210,iECW_1372,41,3,-15.0,-2.787232799534655e-05
211,iECW_1372,447,377,-277.0,-169.74354884855575
212,iECW_1372,445,382,-279.0,-175.0547547243433
213,iECW_1372,447,382,-277.0,-167.11568073195104
214,iECW_1372,444,380,-278.0,-169.3397079841632
215,iECW_1372,442,378,-280.0,-174.83199437362896
216,iECW_1372,442,380,-276.0,-166.7586010977559
217,iECW_1372,56,2,-12.0,0.00038429269290178386
218,iECW_1372,5,2,1.0,0.23135234747426436
219,iECW_1372,5,1,1.0,0.2313523474756398
220,iECW_1372,8,0,0.0,-2.7755575615628914e-17
221,iECW_1372,2,0,0.0,1.1194387430912833e-17
222,iECW_1372,210,21,10.0,0.0578076454882049
223,iECW_1372,208,28,28.0,-5.3641669520310735
224,iECW_1372,9,1,-1.0,-0.00034689663150568587
225,iECW_1372,5,1,1.0,0.024422143380601752
226,iECW_1372,5,1,1.0,0.025216427720531526
227,iECW_1372,6,3,0.0,1.599415044850616e-14
228,iECW_1372,430,354,142.0,33.44344348269729
229,iECW_1372,4,1,-0.0,7.455147610357926e-13
230,iECW_1372,4,1,-0.0,7.455147610357926e-13
231,iECW_1372,192,16,-8.0,-0.01361288864455442
232,iECW_1372,3,0,-1.0,-0.05305464710638879
233,iECW_1372,5,0,1.0,0.23135234747484923
234,iECW_1372,5,0,1.0,0.23135234747519462
235,iECW_1372,5,2,1.0,0.23135234747502642
236,iECW_1372,48,1,-18.0,-3.112003026688382e-05
237,iECW_1372,4,0,0.0,4.043745373272234e-12
238,iECW_1372,2,0,-0.0,-2.603028903536142e-12
239,iECW_1372,3,0,1.0,0.4183647750767537
240,iECW_1372,3,1,-1.0,-0.0022297829449000064
241,iECW_1372,454,376,-284.0,-249.66852930471572
242,iECW_1372,461,382,-287.0,-217.33688212592529
243,iECW_1372,448,370,-282.0,-241.5584123074268
244,iECW_1372,456,377,-286.0,-218.34576389187808
245,iECW_1372,37,5,-9.0,-2.0023614170808424
246,iECW_1372,459,384,301.0,222.12247284733732
247,iECW_1372,454,383,298.0,221.93695732178304
248,iECW_1372,449,378,297.0,252.02418385213656
249,iECW_1372,450,377,296.0,250.70118280962794
250,iECW_1372,384,264,94.0,-2.4889572948115983
251,iECW_1372,10,1,2.0,2.7627477125011484
252,iECW_1372,443,384,289.0,172.5289375422575
253,iECW_1372,443,385,293.0,172.94116182166584
254,iECW_1372,17,7,3.0,2.1619730052460016
255,iECW_1372,426,345,-128.0,-24.81446636538404
256,iECW_1372,4,0,0.0,4.440892098500626e-16
257,iECW_1372,37,5,-9.0,-2.0023614170808424
258,iECW_1372,37,5,-9.0,-2.0023614170808424
259,iECW_1372,15,5,-5.0,-1.7706674808608858
260,iECW_1372,428,330,148.0,37.64681732386155
261,iECW_1372,18,7,4.0,3.7653941283288734
262,iECW_1372,15,6,5.0,1.7723737956408043
263,iECW_1372,428,346,144.0,36.758279569846884
264,iECW_1372,18,8,4.0,2.4813233139018043
265,iECW_1372,3,0,-1.0,-0.9375709938237997
0,iIT341,49,3,3.0,0.14063317250192353
1,iIT341,47,4,3.0,0.14063317383870322
2,iIT341,240,213,-128.0,-23.497180303451913
3,iIT341,3,0,-1.0,-0.035541255599999905
4,iIT341,5,1,-1.0,-0.03290857000000008
5,iIT341,5,1,-1.0,-0.03290856879734472
6,iIT341,39,1,-1.0,0.029959347368427695
7,iIT341,57,12,17.0,0.36991641013625265
8,iIT341,3,1,1.0,0.02241139381351187
9,iIT341,3,0,1.0,2.121217972377951
10,iIT341,3,1,1.0,2.121217972369104
11,iIT341,23,0,7.0,9.527819776030506e-05
12,iIT341,23,0,7.0,9.527843059094871e-05
13,iIT341,23,0,7.0,9.527843059094871e-05
14,iIT341,23,0,7.0,9.527819776030506e-05
15,iIT341,23,0,7.0,9.527819776030506e-05
16,iIT341,23,0,7.0,9.527819776030506e-05
17,iIT341,23,0,7.0,9.527819776030506e-05
18,iIT341,23,0,7.0,9.527819776030506e-05
19,iIT341,23,0,7.0,9.527843059094871e-05
20,iIT341,23,0,7.0,9.527819776030506e-05
21,iIT341,23,0,7.0,9.527819776030506e-05
22,iIT341,23,14,3.0,0.739647312774187
23,iIT341,28,17,4.0,0.8157416611554464
24,iIT341,3,0,1.0,0.2201399045008
25,iIT341,3,0,1.0,0.2201399045008
26,iIT341,306,287,182.0,12.383265196474843
27,iIT341,306,289,182.0,12.383265196125597
28,iIT341,306,289,182.0,12.383265196125597
29,iIT341,307,288,183.0,10.677635649576102
30,iIT341,21,9,1.0,-1.6715965131859547
31,iIT341,67,21,-7.0,-1.5471778714540745
32,iIT341,3,0,1.0,0.035541255599999995
33,iIT341,3,0,1.0,0.035541255599999995
34,iIT341,21,4,5.0,0.18551657787506665
35,iIT341,5,2,-1.0,-0.01625683365441658
36,iIT341,8,4,0.0,0.0
37,iIT341,21,9,1.0,-1.08634261057199
38,iIT341,65,20,-9.0,-1.0328387875100093
39,iIT341,4,0,-2.0,-0.06706593552000113
40,iIT341,312,269,-194.0,47.19762104446899
41,iIT341,306,282,-192.0,90.58305457392989
42,iIT341,3,0,1.0,0.3562629122301728
43,iIT341,4,0,2.0,0.21920160335939998
44,iIT341,25,17,-5.0,-1.6165853166546993
45,iIT341,40,9,2.0,1.3631185979057023
46,iIT341,293,264,177.0,-51.42487505736233
47,iIT341,17,6,-1.0,-0.15308388360597852
48,iIT341,20,9,-2.0,1.0679478791104988
49,iIT341,20,9,-2.0,1.1575172271732428
50,iIT341,308,287,196.0,-46.579398304098525
51,iIT341,20,9,-2.0,0.49032123338896005
52,iIT341,20,9,-2.0,0.5787586133303733
53,iIT341,20,10,2.0,-0.5713518338335412
