"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"230",230,"PGM","O2tex",-64.0042184243484,94.0518360261101,0,307.879317479911,0,0,-1,0,NA,NA,17.5902919137494,267.586346348162,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",444,849.626262925506,25,25,394,50,"Glycolysis/Gluconeogenesis","Transport, Outer Membrane Porin"
"231",231,"PGM","O2tpp",-64.0042184243484,94.0518360261101,0,57.8795147581886,0,0,-1,0,NA,NA,17.5902919138586,17.5902919137968,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",432,822.203957681925,20,23,389,43,"Glycolysis/Gluconeogenesis","Inorganic Ion Transport and Metabolism"
"233",233,"PPC","FUM",0,220.48845447201,-16.1036189652806,493.41490496297,0,0,0,-1,4.82057315107912,4.82057315053748,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",360,76.7600679746132,22,93,245,115,"Anaplerotic Reactions","Citric Acid Cycle"
"234",234,"PPC","ICL",0,220.48845447201,0,89.5721745865696,0,0,0,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",10,27.6047188276972,2,2,6,4,"Anaplerotic Reactions","Anaplerotic Reactions"
"235",235,"PPC","MALS",0,220.48845447201,0,56.3164294463076,0,0.439801473707451,0,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",10,27.6047188276819,2,4,4,6,"Anaplerotic Reactions","Anaplerotic Reactions"
"236",236,"PPC","O2tex",0,220.48845447201,0,307.879317479911,0,0,0,0,17.5902919137736,267.586346348146,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",429,599.891361624906,16,23,390,39,"Anaplerotic Reactions","Transport, Outer Membrane Porin"
"237",237,"PPC","O2tpp",0,220.48845447201,0,57.8795147581886,0,0,0,0,17.5902919138427,17.5902919137961,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",427,599.733195384118,18,20,389,38,"Anaplerotic Reactions","Inorganic Ion Transport and Metabolism"
"239",239,"PPPGO3","O2tex",0,1.29459948539363,0,307.879317479911,0,0,0,0,17.5902919137736,267.586346348146,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",425,586.352648217679,16,20,389,36,"Cofactor and Prosthetic Group Biosynthesis","Transport, Outer Membrane Porin"
"240",240,"PPPGO3","O2tpp",0,1.29459948539363,0,57.8795147581886,0,0,0,0,17.5902919138427,17.5902919137961,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",423,586.302837282399,20,20,383,40,"Cofactor and Prosthetic Group Biosynthesis","Inorganic Ion Transport and Metabolism"
"252",252,"RPI","RPE",-65.5091450529928,0.316087334645999,-49.6411892823281,84.7291171037982,0,0,-1,-1,NA,NA,1.97939769035816,1.97939769005825,"ELE_Rxns","ELE_Rxns","RSL",404,239.842212639059,16,45,343,61,"Pentose Phosphate Pathway","Pentose Phosphate Pathway"
"253",253,"RPI","TALA",-65.5091450529928,0.316087334645999,-230.310124876296,42.3739102124039,0,0,-1,-1,NA,NA,-6.59786882827291,1.17673206949041,"ELE_Rxns","ELE_Rxns","PSL",406,243.166370831221,13,37,356,50,"Pentose Phosphate Pathway","Pentose Phosphate Pathway"
"255",255,"SUCDi","PPC",0,115.758815791097,0,220.48845447201,0,0,0,0,2.90576009912458,2.9057600991813,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","RSL",119,56.1566639530806,31,67,21,98,"Oxidative Phosphorylation","Anaplerotic Reactions"
"257",257,"TKT1","RPI",-24.8112429806574,42.3739102124043,-65.5091450529928,0.316087334645999,0.0451486106297889,0,-1,-1,-2.09343772966713,-2.09343772966872,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",413,244.019733435023,15,42,356,57,"Pentose Phosphate Pathway","Pentose Phosphate Pathway"
"260",260,"TKT2","RPI",-24.8299463016654,42.3552068913928,-65.5091450529928,0.316087334645999,0.0206945052858432,0,-1,-1,-2.09343772957288,-2.09343772968577,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",402,241.90463987957,14,45,343,59,"Pentose Phosphate Pathway","Pentose Phosphate Pathway"
