"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"70",70,"GHMT2r","PGCD",-19.0490064912195,0.358025816645729,0,37.5476355898387,0.00340270057457791,0,-1,0,NA,NA,0,28.9524971161329,"pFBAOpt_Rxns","ELE_Rxns","PSL",357,22.8711202921331,29,109,219,138,"Glycine and Serine Metabolism","Glycine and Serine Metabolism"
"71",71,"GHMT2r","PSERT",-19.0490064912195,0.358025816645729,0,37.5476355898387,0.00340270057457791,1.67299444916447e-05,-1,0,NA,NA,0,28.9524971161329,"pFBAOpt_Rxns","ELE_Rxns","PSL",357,22.8711202921331,29,109,219,138,"Glycine and Serine Metabolism","Glycine and Serine Metabolism"
"72",72,"GHMT2r","PSP_L",-19.0490064912195,0.358025816645729,0,37.5476355898387,0.00340270057457791,0,-1,0,NA,NA,0,28.9524971161329,"pFBAOpt_Rxns","ELE_Rxns","PSL",357,22.8711202921331,29,109,219,138,"Glycine and Serine Metabolism","Glycine and Serine Metabolism"
"78",78,"GLYt2pp","CYSabcpp",0,2.2,0,81.7033795372891,0,0,0,0,0.999999999998899,61.5004219230728,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",368,34.3291823446049,47,125,196,172,"Transport; Inner Membrane","Transport; Inner Membrane"
"79",79,"GLYt2pp","CYSDS",0,2.2,0,29.0498761528953,0,0,0,0,0.979283508218927,22.2173252626653,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,33.3475963356099,25,123,218,148,"Transport; Inner Membrane","Cysteine Metabolism"
"80",80,"GLYt2pp","CYStex",0,2.2,-2.04000651009517,1,0,0,0,-1,0.999999999993666,1,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",365,33.3036019588267,33,120,212,153,"Transport; Inner Membrane","Transport; Outer Membrane Porin"
"81",81,"GLYt2pp","H2St1pp",0,2.2,0,21.2131218921432,0,0,0,0,0.979283508218391,15.1472743053725,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,35.5450780240794,36,113,217,149,"Transport; Inner Membrane","Transport; Inner Membrane"
"82",82,"GLYt2pp","H2Stex",0,2.2,-21.2131218921432,0,0,0,0,0,-15.1472743053725,-0.979283508218391,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,35.5450780240794,36,113,217,149,"Transport; Inner Membrane","Transport; Outer Membrane Porin"
"83",83,"GLYtex","CYSabcpp",0,2.20000000000005,0,81.7033795372891,0,0,0,0,0.999999999998899,61.5004219230728,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",368,34.3291823446049,47,125,196,172,"Transport; Outer Membrane Porin","Transport; Inner Membrane"
"84",84,"GLYtex","CYSDS",0,2.20000000000005,0,29.0498761528953,0,0,0,0,0.979283508218927,22.2173252626653,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,33.3475963356099,25,123,218,148,"Transport; Outer Membrane Porin","Cysteine Metabolism"
"85",85,"GLYtex","CYStex",0,2.20000000000005,-2.04000651009517,1,0,0,0,-1,0.999999999993666,1,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",365,33.3036019588267,33,120,212,153,"Transport; Outer Membrane Porin","Transport; Outer Membrane Porin"
"86",86,"GLYtex","H2St1pp",0,2.20000000000005,0,21.2131218921432,0,0,0,0,0.979283508218391,15.1472743053725,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,35.5450780240794,36,113,217,149,"Transport; Outer Membrane Porin","Transport; Inner Membrane"
"87",87,"GLYtex","H2Stex",0,2.20000000000005,-21.2131218921432,0,0,0,0,0,-15.1472743053725,-0.979283508218391,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",366,35.5450780240794,36,113,217,149,"Transport; Outer Membrane Porin","Transport; Outer Membrane Porin"
"88",88,"H2St1pp","GHMT2r",0,21.2131218921432,-19.0490064912195,0.358025816645729,0,0.00340270057457791,0,-1,-14.3811089549941,-0.630933897755137,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",356,23.8637264746451,31,117,208,148,"Transport; Inner Membrane","Glycine and Serine Metabolism"
"89",89,"H2Stex","GHMT2r",-21.2131218921432,0,-19.0490064912195,0.358025816645729,0,0.00340270057457791,0,-1,NA,NA,-14.3811089549941,-0.630933897755137,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",356,23.8637264746451,31,117,208,148,"Transport; Outer Membrane Porin","Glycine and Serine Metabolism"
"140",140,"PGK","CO2tex",-3.9692092874563,27.0975027484446,-62.4381715323164,0,0,0,-1,0,-52.1431387573453,-8.60267615336381,-52.143138757349,-6.82297027378332,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",357,190.728289796464,22,42,293,64,"Glycolysis/Gluconeogenesis","Transport; Outer Membrane Porin"
