Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class
PAPSR,GRXR,pFBAOpt_Rxns,ELE_Rxns
PAPSR,GTHOr,pFBAOpt_Rxns,ELE_Rxns
PAPSR,PAPSR2,pFBAOpt_Rxns,ELE_Rxns
PGPP181,2AGPG181tipp,pFBAOpt_Rxns,MLE_Rxns
PGPP181,2AGPGAT181,pFBAOpt_Rxns,MLE_Rxns
PGPP181,FACOAL181t2pp,pFBAOpt_Rxns,MLE_Rxns
PGPP181,PGPP181pp,pFBAOpt_Rxns,MLE_Rxns
PGPP181,PGP181abcpp,pFBAOpt_Rxns,MLE_Rxns
PGPP181,PLIPA1G181pp,pFBAOpt_Rxns,MLE_Rxns
PG160abcpp,PGP160abcpp,pFBAOpt_Rxns,MLE_Rxns
PG160abcpp,PGPP160pp,pFBAOpt_Rxns,MLE_Rxns
PG161abcpp,PGP161abcpp,pFBAOpt_Rxns,MLE_Rxns
PG161abcpp,PGPP161pp,pFBAOpt_Rxns,MLE_Rxns
PG181abcpp,PGPP181pp,pFBAOpt_Rxns,MLE_Rxns
PG181abcpp,PGP181abcpp,pFBAOpt_Rxns,MLE_Rxns
PIt2rpp,PIuabcpp,pFBAOpt_Rxns,MLE_Rxns
PGPP160,2AGPG160tipp,pFBAOpt_Rxns,MLE_Rxns
PGPP160,2AGPGAT160,pFBAOpt_Rxns,MLE_Rxns
PGPP160,FACOAL160t2pp,pFBAOpt_Rxns,MLE_Rxns
PGPP160,PGP160abcpp,pFBAOpt_Rxns,MLE_Rxns
PGPP160,PLIPA1G160pp,pFBAOpt_Rxns,MLE_Rxns
PGPP160,PGPP160pp,pFBAOpt_Rxns,MLE_Rxns
PGPP161,2AGPG161tipp,pFBAOpt_Rxns,MLE_Rxns
PGPP161,2AGPGAT161,pFBAOpt_Rxns,MLE_Rxns
PGPP161,FACOAL161t2pp,pFBAOpt_Rxns,MLE_Rxns
PGPP161,PGP161abcpp,pFBAOpt_Rxns,MLE_Rxns
PGPP161,PLIPA1G161pp,pFBAOpt_Rxns,MLE_Rxns
PGPP161,PGPP161pp,pFBAOpt_Rxns,MLE_Rxns
RNTR1c,NDPK8,pFBAOpt_Rxns,ELE_Rxns
RNTR3c,NDPK7,pFBAOpt_Rxns,pFBAOpt_Rxns
RPI,KDOCT2,pFBAOpt_Rxns,MLE_Rxns
RPI,MOAT,pFBAOpt_Rxns,MLE_Rxns
RPI,MOAT2,pFBAOpt_Rxns,MLE_Rxns
PPK,PPA,pFBAOpt_Rxns,MLE_Rxns
TRDR,GRXR,pFBAOpt_Rxns,ELE_Rxns
TRDR,GTHOr,pFBAOpt_Rxns,ELE_Rxns
TRDR,PAPSR2,pFBAOpt_Rxns,ELE_Rxns
TRPS1,TRPS2,pFBAOpt_Rxns,ELE_Rxns
TRPS1,TRPS3,pFBAOpt_Rxns,ELE_Rxns
VALTA,VPAMTr,pFBAOpt_Rxns,ELE_Rxns
PRPPS,R15BPK,pFBAOpt_Rxns,ELE_Rxns
PRPPS,R1PK,pFBAOpt_Rxns,ELE_Rxns
PRPPS,PPM,pFBAOpt_Rxns,ELE_Rxns
NDPK5,FLDR,pFBAOpt_Rxns,pFBAOpt_Rxns
MTHFC,GARFT,pFBAOpt_Rxns,pFBAOpt_Rxns
MTHFD,GARFT,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tex,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tpp,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns
PGCD,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
PGK,O2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
PGK,O2tpp,pFBAOpt_Rxns,pFBAOpt_Rxns
PSERT,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
PSP_L,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
PPC,FUM,pFBAOpt_Rxns,pFBAOpt_Rxns
RPE,GND,pFBAOpt_Rxns,MLE_Rxns
RPI,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
SUCOAS,AKGDH,pFBAOpt_Rxns,pFBAOpt_Rxns
TALA,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TALA,RPI,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,RPI,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,GND,pFBAOpt_Rxns,MLE_Rxns
TKT2,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,RPI,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
