Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class
SUCOAS,AKGDH,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,GND,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,G6PDH2r,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
ADK1,NDPK1,pFBAOpt_Rxns,pFBAOpt_Rxns
ORNCD,P5CR,pFBAOpt_Rxns,pFBAOpt_Rxns
ORNCD,G5SADs,pFBAOpt_Rxns,pFBAOpt_Rxns
